,id,time,callsign,lasmax_dB,label,type,tags,duration,registration,operator
1728,132220141,2025-03-06 11:33:27,KLM69E,75.7000002397179,21,Boeing 737-700,Aalsmeerbaan36R_T,44,PH-BGG,
1729,132220151,2025-03-06 11:34:35,IBS17WY,75.30000007289749,21,Airbus A320-214,Aalsmeerbaan36R_T,60,EC-MUK,Iberia
1730,132220161,2025-03-06 11:35:43,KLM77H,75.30000007289749,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,45,PH-EXS,Klm Cityhopper
1731,132220171,2025-03-06 11:36:59,TRA55U,74.79999992544442,21,Boeing 737-800,Aalsmeerbaan36R_T,59,PH-HSK,
1736,132220221,2025-03-06 11:46:30,KLM871,78.3000002729034,21,Boeing 777-300ER,Aalsmeerbaan36R_T,43,PH-BVC,
1738,132220241,2025-03-06 11:50:09,KLM31C,75.2000000614203,21,Boeing 737-900,Aalsmeerbaan36R_T,45,PH-BXS,
1739,132220251,2025-03-06 11:51:47,KLM95Y,74.19999988079942,21,Embraer ERJ190-100STD,Kaagbaan24_T,69,PH-EZX,KLM Cityhopper
1740,132220261,2025-03-06 11:52:47,KLM61N,75.2000000614203,21,Boeing 737-800,Aalsmeerbaan36R_T,52,PH-BXY,
1743,132220291,2025-03-06 11:59:03,KLM55F,54.600000047650745,21,Embraer ERJ190-100STD,Kaagbaan06_T,60,PH-EZS,KLM Cityhopper
1745,132220311,2025-03-06 12:03:26,AAO14,60.300000379565034,21,Embraer EMB500 Phenom 100,Oostbaan04_T,73,OK-VAN,Aerotaxi s r o
1746,132220321,2025-03-06 12:12:00,KLM236,58.19999988466617,21,Airbus SAS A330-203,Kaagbaan06_T,33,PH-AOD,
1747,132220331,2025-03-06 12:13:18,KLM765,61.29999995930273,21,Airbus SAS A330-303,Kaagbaan06_T,50,PH-AKB,
1749,132220371,2025-03-06 12:32:28,KLM1711,56.699999667408356,21,Embraer ERJ190-100STD,Kaagbaan06_T,50,PH-EZY,KLM Cityhopper
1750,132220391,2025-03-06 12:41:21,EJU83RA,53.79999980891819,21,Airbus A319-111,Kaagbaan06_T,26,OE-LQS,EasyJet Europe
1752,132220411,2025-03-06 12:52:03,KLM99L,68.60000034911712,21,Boeing 737-700,Kaagbaan06_T,47,PH-BGF,
1753,132220431,2025-03-06 12:56:38,NJE317K,62.50000034008066,21,Bombardier Challenger 350,Oostbaan22_L,89,CS-CHC,Netjets Europe
1758,132220501,2025-03-06 13:22:46,BAW43XP,55.50000039197834,21,Airbus A320-251N,Kaagbaan06_T,59,G-TTNH,British Airways
1759,132220511,2025-03-06 13:26:17,KLM49N,73.79999980891819,21,Boeing 737-700,Aalsmeerbaan36R_T,42,PH-BGM,
1760,132220521,2025-03-06 13:27:30,KLM53U,76.20000025576854,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,66,PH-EXV,KLM Cityhopper
1761,132220531,2025-03-06 13:35:00,KLM1779,75.8999997071542,21,Embraer ERJ 190-100 STD,Oostbaan04_T,56,PH-EZM,
1762,132220541,2025-03-06 13:36:18,LOT2PJ,75.2000000614203,21,Embraer EMB-170 LR,Aalsmeerbaan36R_T,54,SP-LDI,
1764,132220561,2025-03-06 13:40:47,KLM861,79.79999987623559,21,Boeing 777-200,Oostbaan04_T,58,PH-BQL,
1765,132220571,2025-03-06 13:42:50,KLM1905,74.10000024638818,21,Boeing 737-800,Aalsmeerbaan36R_T,48,PH-HSE,
1766,132220581,2025-03-06 13:44:02,KLM69H,73.90000007902604,21,Boeing 737-800,Oostbaan04_T,47,PH-BXD,
1768,132220601,2025-03-06 13:48:02,KLM1367,75.50000021397656,21,Boeing 737-800,Oostbaan04_T,68,PH-BXW,
1769,132220611,2025-03-06 13:49:13,KLM77D,73.10000024328873,21,Boeing 737-800,Aalsmeerbaan36R_T,51,PH-BXZ,
1770,132220621,2025-03-06 13:50:29,KLM95V,76.300000182976,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,42,PH-EXU,KLM Cityhopper
1771,132220631,2025-03-06 13:53:00,VJH357,57.299999890800365,21,Cessna 560XL Citation Excel XLS+,Oostbaan04_T,58,D-CDCM,Corporate
1772,132220641,2025-03-06 13:54:22,UAE31V,79.69999999924867,21,Airbus A380 861,Aalsmeerbaan36R_T,76,A6-EOB,Emirates
1773,132220651,2025-03-06 13:58:03,KLM1285,77.69999983301469,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,34,PH-EZP,
1774,132220661,2025-03-06 13:59:14,KLM427,81.40000002701525,21,Boeing 777-200,Aalsmeerbaan36R_T,67,PH-BQB,
1775,132220671,2025-03-06 14:01:44,KLM57B,77.8000000281075,21,Embraer ERJ190-100STD,Aalsmeerbaan36R_T,58,PH-EZW,KLM Cityhopper
1776,132220681,2025-03-06 14:04:29,KLM1605,77.29999974611508,21,Boeing 737-900,Aalsmeerbaan36R_T,62,PH-BXT,
1780,132220721,2025-03-06 14:12:46,SAS42R,69.29999996413005,21,Airbus A320 251NSL,Kaagbaan24_T,71,SE-ROD,SAS
1781,132220731,2025-03-06 14:14:26,KLM425,81.40000002701525,21,Airbus SAS A330-303,Aalsmeerbaan36R_T,39,PH-AKE,
1782,132220741,2025-03-06 14:15:57,QTR34B,81.60000013371007,21,Boeing 777 3DZER,Aalsmeerbaan36R_T,70,A7-BAH,Qatar Airways
1783,132220751,2025-03-06 14:18:13,KLM61D,77.60000014726648,21,Boeing 737-800,Oostbaan04_T,87,PH-BXB,
1786,132220781,2025-03-06 14:24:58,VLG994B,57.90000024477134,21,Airbus A320-214,Kaagbaan06_T,42,EC-MYB,Vueling Airlines
1787,132220791,2025-03-06 14:26:03,KLM1855,60.89999991718851,21,Boeing 737-700,Kaagbaan06_T,55,PH-BGH,
1789,132220821,2025-03-06 14:41:41,TRA30Y,58.99999977968414,21,Boeing 737-800,Kaagbaan06_T,31,PH-HSB,
1790,132220841,2025-03-06 14:46:24,NJE3NX,70.49999975442773,21,Embraer Phenom 300,Oostbaan04_T,95,CS-PHD,Netjets
1791,132220851,2025-03-06 14:49:14,XRO1016,64.5999999993965,21,Dassault Mystère-Falcon 900,"Oostbaan04_T,Oostbaan22_L",61,PH-NDK,
1792,132220861,2025-03-06 14:52:54,AFR16BP,58.300000272903404,21,Airbus A320 214,Kaagbaan06_T,36,F-HBND,Air France
1793,132220921,2025-03-06 15:15:27,KLM941,62.09999980044089,21,Boeing 737-700,Kaagbaan06_T,43,PH-BGI,
1794,132220941,2025-03-06 15:19:38,NJE5EC,64.09999984092619,21,Cessna Citation XLS,Oostbaan04_T,69,CS-DXM,
1796,132220961,2025-03-06 15:22:49,KLM1187,59.10000028311194,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,37,PH-EZB,
1797,132220971,2025-03-06 15:26:00,KLM53D,60.999999832131486,21,Boeing 737-900,Kaagbaan06_T,72,PH-BXP,
1798,132220981,2025-03-06 15:26:54,KLM959,59.90000005209495,21,Boeing 737-800,Kaagbaan06_T,52,PH-BCB,
1799,132220991,2025-03-06 15:30:31,KLM1035,61.400000207505755,21,Boeing 737-800,Kaagbaan06_T,27,PH-BXL,
1800,132221001,2025-03-06 15:32:34,NJE038E,62.90000029327166,21,Cessna Citation XLS,Oostbaan04_T,43,CS-DXZ,Netjets Europe
1802,132221021,2025-03-06 15:35:11,NJE317K,68.00000014903543,21,Bombardier Challenger 350,Oostbaan04_T,75,CS-CHC,Netjets Europe
1803,132221031,2025-03-06 15:37:09,EJU4072,73.10000024328873,21,Fokker 70 (F28-0070),Aalsmeerbaan36R_T,43,OE-LFL,
1804,132221041,2025-03-06 15:38:41,KLM67B,77.29999974611508,21,Boeing 737-900,Aalsmeerbaan36R_T,70,PH-BXO,
1805,132221051,2025-03-06 15:39:46,TRA84A,71.79999992425358,21,Boeing 737-800,Aalsmeerbaan36R_T,56,PH-HXK,Transavia
1807,132221081,2025-03-06 15:46:31,KLM57Y,60.79999962982939,21,Embraer ERJ190-100STD,Kaagbaan06_T,35,PH-EZZ,KLM Cityhopper
1808,132221091,2025-03-06 15:50:02,AFR1841,68.19999989586735,21,Airbus A318 111,Oostbaan04_T,70,F-GUGQ,
1809,132221101,2025-03-06 15:55:42,KLM71A,58.19999988466617,21,Boeing 737-800,Zwanenburgbaan36C_T,81,PH-BCA,
1811,132221121,2025-03-06 15:58:30,KLM1791,75.3999999555731,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,66,PH-EXX,KLM Cityhopper
1812,132221131,2025-03-06 16:00:07,KLM35U,75.2000000614203,21,Embraer ERJ190-100LR,Kaagbaan24_T,46,PH-EZV,KLM Cityhopper
1813,132221141,2025-03-06 16:03:40,VLG24RF,65.40000010047666,21,Airbus A320-271N,Aalsmeerbaan36R_T,51,EC-NDB,Vueling Airlines
1816,132221171,2025-03-06 16:10:02,BCS72E,77.8000000281075,21,Airbus A300 B4-622RF,Aalsmeerbaan36R_T,87,D-AEAL,Dhl Air
1818,132221191,2025-03-06 16:14:00,TRA9U,76.4000001186306,21,Boeing 737-800,Aalsmeerbaan36R_T,58,PH-HXA,
1819,132221201,2025-03-06 16:16:07,KLM91X,76.09999986897547,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,70,PH-EZA,
1820,132221211,2025-03-06 16:17:02,KLM29K,73.00000003109373,21,Boeing 737-800,Aalsmeerbaan36R_T,47,PH-BCD,
1821,132221221,2025-03-06 16:18:04,KLM41L,75.09999998234366,21,Boeing 737-800,Aalsmeerbaan36R_T,43,PH-BCH,KLM Royal Dutch Airlines
1822,132221231,2025-03-06 16:19:31,KLM15Z,74.10000024638818,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,67,PH-EXN,KLM Cityhopper
1823,132221241,2025-03-06 16:22:19,KLM843,82.19999973047683,21,Boeing 777-300ER,Oostbaan04_T,76,PH-BVO,
1824,132221251,2025-03-06 16:24:30,TRA6T,74.30000016573446,21,Boeing 737-800,Aalsmeerbaan36R_T,92,PH-HXB,
1825,132221261,2025-03-06 16:26:44,KLM695,61.70000024646643,21,Boeing 777-200,Kaagbaan06_T,48,PH-BQD,
1826,132221271,2025-03-06 16:28:07,EIN60Y,59.39999973627356,21,Airbus A320 214,Kaagbaan06_T,32,EI-DVE,Aer Lingus
1827,132221281,2025-03-06 16:29:47,KLM929,59.29999984915543,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,35,PH-EXP,KLM Cityhopper
1829,132221321,2025-03-06 16:36:10,VLG92B,55.599999772793,21,Airbus A320 232SL,Kaagbaan06_T,23,EC-MKN,Vueling Airlines
1831,132221341,2025-03-06 16:39:18,TRA2G,59.70000021875869,21,Boeing 737-800,Kaagbaan06_T,68,PH-HXN,Transavia
1832,132221361,2025-03-06 16:42:59,BAW447J,59.29999984915543,21,Airbus A320 232,Kaagbaan06_T,28,G-EUUB,British Airways
1835,132221391,2025-03-06 16:48:33,ZXP02,61.19999956845862,21,Eurocopter Deutschland EC135 P2+,"Kaagbaan24_L,Kaagbaan24_T",51,PH-PXB,
1836,132221411,2025-03-06 16:52:57,KLM991,60.500000483820166,21,Embraer ERJ 190-100 STD,Kaagbaan06_T,27,PH-EZO,
1837,132221431,2025-03-06 17:11:38,EZY73WT,61.19999956845862,21,Airbus A320-251N,Kaagbaan06_T,69,G-UZHI,EasyJet
1838,132221441,2025-03-06 17:12:50,KLM1857,64.89999985189709,21,Embraer ERJ 170-200 STD,Kaagbaan06_T,63,PH-EXG,
1839,132221471,2025-03-06 17:32:26,EJU7929,58.600000237992134,21,Airbus A319-111,Kaagbaan06_T,32,OE-LQN,EasyJet Europe
1840,132221481,2025-03-06 17:38:22,DLH7A,73.79999980891819,21,Airbus A320 214SL,Oostbaan04_T,59,D-AIUC,Lufthansa
1841,132221491,2025-03-06 17:40:02,THY78T,78.20000001511025,21,Airbus A330 343E,Oostbaan04_T,61,TC-LOF,Turkish Airlines
1842,132221501,2025-03-06 17:48:26,KLM595,80.30000017470635,21,Boeing 777-300ER,Aalsmeerbaan36R_T,53,PH-BVS,KLM Royal Dutch Airlines
1843,132221511,2025-03-06 17:53:49,MAS6125,79.69999999924867,21,Airbus A330 223F,Aalsmeerbaan36R_T,73,9M-MUB,MASkargo
1844,132221521,2025-03-06 17:57:42,DLH9A,73.59999974234984,21,Airbus A319 112,Aalsmeerbaan36R_T,41,D-AIBH,Lufthansa
1846,132221541,2025-03-06 18:00:16,EJU7843,67.39999979415896,21,Airbus A319-111,Oostbaan04_T,80,OE-LQS,EasyJet Europe
1849,132221571,2025-03-06 18:08:01,FIN2EG,72.00000015667216,21,Airbus A321-231SL,Kaagbaan24_T,69,OH-LZT,Finnair
1852,132221601,2025-03-06 18:16:22,KLM99D,70.40000016911358,21,Embraer ERJ190-100STD,Oostbaan04_T,65,PH-EZS,KLM Cityhopper
1853,132221611,2025-03-06 18:23:00,AFR74HW,68.70000034434003,21,Airbus A320 214,Oostbaan04_T,65,F-HEPE,Air France
1854,132221621,2025-03-06 18:28:15,EJU74VH,63.29999970040709,21,Airbus A319 111,Oostbaan04_T,45,OE-LDB,Austrian Airlines
1856,132221641,2025-03-06 18:41:58,KLM995,68.70000034434003,21,Embraer ERJ190-100STD,Oostbaan04_T,55,PH-EXB,KLM Cityhopper
1858,132221661,2025-03-06 18:47:51,KLM67D,76.09999986897547,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,52,PH-EZM,
1859,132221671,2025-03-06 18:49:20,CKK206,81.00000002112824,21,Boeing 777 F6N,Oostbaan04_T,65,B-2076,China Cargo Airlines
1860,132221681,2025-03-06 18:51:36,KLM95B,73.00000003109373,21,Boeing 737-800,Oostbaan04_T,56,PH-HSE,
1861,132221691,2025-03-06 18:53:06,VLG12BR,69.29999996413005,21,Airbus A320 214SL,Aalsmeerbaan36R_T,80,EC-MAN,Vueling Airlines
1862,132221701,2025-03-06 18:54:51,KLM91N,67.50000026971176,21,Embraer ERJ 170-200 STD,Oostbaan04_T,64,PH-EXT,KLM Cityhopper
1863,132221721,2025-03-06 19:00:48,ROT364Q,72.79999976266063,21,Boeing 737NG 800/W,Aalsmeerbaan36R_T,57,YR-BGK,TAROM
1865,132221741,2025-03-06 19:04:45,DLH8WJ,71.69999978353884,21,Airbus A320 214,Aalsmeerbaan36R_T,84,D-AIZN,Lufthansa
1866,132221751,2025-03-06 19:06:06,KQA117,72.90000022878823,21,Boeing 787-8 Dreamliner,Oostbaan04_T,49,5Y-KZJ,Kenya Airways
1868,132221831,2025-03-06 19:45:37,KLM83R,71.4000000092348,21,Boeing 737-700,Aalsmeerbaan36R_T,38,PH-BGQ,
1870,132221861,2025-03-06 19:50:43,KLM1635,76.300000182976,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,58,PH-EZH,
1871,132221871,2025-03-06 19:51:46,KLM1641,69.10000013113435,21,Embraer ERJ 170-200 STD,Oostbaan04_T,56,PH-EXR,KLM Cityhopper
1872,132221881,2025-03-06 19:53:06,ETD918,78.69999997796128,21,Boeing 777F,Oostbaan04_T,49,A6-DDF,Etihad Cargo
1874,132221901,2025-03-06 20:00:20,EJU65ED,70.49999975442773,21,Airbus A319-111,Oostbaan04_T,114,OE-LQB,EasyJet Europe
1875,132221911,2025-03-06 20:02:17,KLM1949,70.70000028647661,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,54,PH-EXE,Klm Cityhopper
1876,132221921,2025-03-06 20:03:23,AIC156,73.40000027786077,21,Boeing 787 8,Aalsmeerbaan36R_T,51,VT-ANA,Air India
1877,132221931,2025-03-06 20:05:42,KLM71Z,69.79999993716025,21,Boeing 737-800,Aalsmeerbaan36R_T,60,PH-BXC,
1878,132221941,2025-03-06 20:07:52,KLM65D,68.60000034911712,21,Boeing 737-700,Oostbaan04_T,57,PH-BGM,
1880,132221961,2025-03-06 20:12:06,KLM58C,75.7000002397179,21,Boeing 737-800,Oostbaan04_T,50,PH-BXD,
1881,132221971,2025-03-06 20:13:36,KAL926,83.59999989688995,21,Boeing 777-300,Oostbaan04_T,63,HL7204,Korean Air
1882,132221981,2025-03-06 20:15:06,KLM855,77.40000014769595,21,Boeing 787-9,Oostbaan04_T,51,PH-BHD,
1883,132221991,2025-03-06 20:17:20,KLM93Q,74.00000038529629,21,Boeing 737-800,Aalsmeerbaan36R_T,46,PH-BXG,
1884,132222001,2025-03-06 20:19:56,KLM1361,77.09999997562402,21,Boeing 737-800,Aalsmeerbaan36R_T,72,PH-BXF,
1885,132222011,2025-03-06 20:21:36,KLM15H,75.7000002397179,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,61,PH-EZF,
1888,132222041,2025-03-06 20:25:18,KLM63U,75.09999998234366,21,Boeing 737-800,Aalsmeerbaan36R_T,55,PH-BCB,
1889,132222051,2025-03-06 20:26:49,KLM1377,74.19999988079942,21,Boeing 737-800,Aalsmeerbaan36R_T,65,PH-BXB,
1890,132222061,2025-03-06 20:28:44,KLM835,80.80000021002658,21,Boeing 777-300ER,Oostbaan04_T,46,PH-BVD,
1891,132222071,2025-03-06 20:30:44,KLM85P,74.89999985588426,21,Boeing 737-900,Aalsmeerbaan36R_T,45,PH-BXO,
1894,132222101,2025-03-06 20:37:23,KLM1793,73.19999988558263,21,Embraer ERJ 170-200 STD,Aalsmeerbaan36R_T,65,PH-EXH,
1895,132222111,2025-03-06 20:38:57,KLM21M,74.59999985021565,21,Embraer ERJ 170-200 STD,Oostbaan04_T,59,PH-EXS,Klm Cityhopper
1898,132222141,2025-03-06 20:44:41,KLM67N,76.4000001186306,21,Canadair CL-600-2B19 CRJ-200LR,Oostbaan04_T,55,D-ACJJ,
1900,132222161,2025-03-06 20:47:53,KLM887,78.49999974751833,21,Boeing 777-200,Oostbaan04_T,70,PH-BQH,
1901,132222171,2025-03-06 20:50:05,ELY336,78.39999998359006,21,Boeing 737NG 958ER/W,Aalsmeerbaan36R_T,45,4X-EHH,El Al Israel Airlines
1903,132222191,2025-03-06 20:53:11,KLM1667,75.7000002397179,21,Embraer ERJ 190-100 STD,Aalsmeerbaan36R_T,57,PH-EZO,
1904,132222201,2025-03-06 20:54:40,KLM53T,74.70000016475507,21,Embraer ERJ 170-200 STD,Oostbaan04_T,63,PH-EXW,KLM Cityhopper
1905,132222211,2025-03-06 20:56:21,KLM43E,57.50000019391682,21,Embraer ERJ 190-100 STD,Zwanenburgbaan36C_T,43,PH-EZA,
1906,132222231,2025-03-06 21:01:39,KLM73D,58.49999999954957,21,Boeing 737-800,Kaagbaan06_T,67,PH-BCK,KLM Royal Dutch Airlines
1907,132222241,2025-03-06 21:04:04,EVA076,57.90000024477134,21,Boeing 777 36NER,Kaagbaan06_T,44,B-16719,EVA Airways
1908,132222271,2025-03-06 21:15:53,QTR16M,56.599999632377084,21,Boeing 787-8 Dreamliner,Kaagbaan06_T,44,A7-BCB,Qatar Airways
1909,132222281,2025-03-06 21:36:47,SIA7987,65.40000010047666,21,Boeing 747 412F,Zwanenburgbaan36C_T,75,9V-SFQ,Singapore Airlines Cargo
1910,132222301,2025-03-06 22:45:45,BCS5GU,60.399999933542134,21,Airbus A330-243F,Kaagbaan06_T,55,D-ALMA,European Air Transport/DHL Express
1911,132055051,2025-03-01 06:10:11,KLM1282,66.69999992824013,21,Canadair CL-600-2B19 CRJ-200LR,,90,D-ACJJ,
1913,132055071,2025-03-01 06:13:17,DAL72,67.29999955502804,21,Airbus A330 302,,64,N827NW,Delta Airlines
1914,132055081,2025-03-01 06:15:46,KLM423,70.49999975442773,21,Airbus SAS A330-303,,78,PH-AKB,
1915,132055091,2025-03-01 06:17:17,KLM192,68.8000001779528,21,Airbus SAS A330-303,,85,PH-AKF,
1916,132055101,2025-03-01 06:19:19,THY6369,70.70000028647661,21,Airbus A310 308F,,101,TC-VEL,Kuzu Airlines
1917,132055111,2025-03-01 06:21:32,KLM86M,61.19999956845862,21,Embraer ERJ 170-200 STD,,60,PH-EXO,KLM Cityhopper
1919,132055131,2025-03-01 06:25:39,KLM672,71.2999999836018,21,Airbus SAS A330-203,,79,PH-AOB,
1920,132055141,2025-03-01 06:27:22,CAL073,63.49999964941869,21,Airbus A350-941,,84,B-18915,China Airlines
1921,132055151,2025-03-01 06:29:17,UAE145,68.50000012358494,21,Boeing 777 31HER,,75,A6-EPF,Emirates
1922,132055161,2025-03-01 06:31:03,DAL134,67.20000008725626,21,Airbus A330 302,,65,N829NW,Delta Airlines
1923,132055171,2025-03-01 06:33:04,KLM878,66.1999998739471,21,Boeing 787-9,,65,PH-BHE,
1924,132055181,2025-03-01 06:35:09,KLM70B,65.80000002108898,21,Boeing 737-800,,67,PH-BCE,
1926,132055201,2025-03-01 06:38:13,KLM1266,65.00000004350268,21,Boeing 737-800,,63,PH-BGB,
1928,132055221,2025-03-01 06:42:08,SIA324,64.5999999993965,21,Airbus A350 941,,78,9V-SMQ,
1929,132055231,2025-03-01 06:44:12,KLM54V,63.69999966337275,21,Embraer ERJ 170-200 STD,,39,PH-EXZ,KLM Cityhopper
1931,132055251,2025-03-01 06:47:36,KLM79Y,65.4999998079976,21,Embraer ERJ 170-200 STD,,68,PH-EXW,KLM Cityhopper
1933,132055281,2025-03-01 06:55:00,KLM64F,66.0999998679978,21,Boeing 737-800,,52,PH-BXI,
1934,132055291,2025-03-01 06:56:27,KLM83G,63.69999966337275,21,Embraer ERJ 170-200 STD,,84,PH-EXJ,
1935,132055301,2025-03-01 06:57:53,KLM20Q,62.699999957314034,21,Embraer ERJ 170-200 STD,,51,PH-EXR,KLM Cityhopper
1936,132055311,2025-03-01 06:59:31,KLM99A,65.69999995111998,21,Boeing 737-800,,70,PH-BCK,KLM Royal Dutch Airlines
1939,132055341,2025-03-01 07:06:16,KLM1814,63.40000006030521,21,Embraer ERJ 190-100 STD,,53,PH-EZO,
1940,132055351,2025-03-01 07:08:05,KLM76Q,67.20000008725626,21,Boeing 737-800,,85,PH-BXH,
1941,132055361,2025-03-01 07:09:40,KLM71G,66.29999987864112,21,Embraer ERJ 190-100 STD,,66,PH-EZH,
1942,132055371,2025-03-01 07:13:29,SXS1QQ,65.59999988784523,21,Boeing 737NG 8HC/W,,84,TC-SNT,SunExpress Air
1943,132055381,2025-03-01 07:15:09,KLM872,67.89999982980716,21,Boeing 777-300ER,,81,PH-BVP,
1945,132055401,2025-03-01 07:18:43,KLM46D,65.89999997083599,21,Boeing 737-900,,85,PH-BXO,
1947,132055421,2025-03-01 07:22:46,KLM1248,66.69999992824013,21,Boeing 737-800,,73,PH-BXD,
1948,132055431,2025-03-01 07:24:27,KLM30N,65.10000027305732,21,Boeing 737-800,,55,PH-BXG,
1949,132055441,2025-03-01 07:25:53,YZR7411,72.49999960754401,21,Boeing 747 4HAERF,,57,B-1340,
1950,132055451,2025-03-01 07:27:34,KLM836,68.8000001779528,21,Boeing 777-300ER,,56,PH-BVG,
1951,132055461,2025-03-01 07:29:24,KLM1214,68.3000003500983,21,Boeing 737-800,,72,PH-BCG,KLM Royal Dutch Airlines
1952,132055471,2025-03-01 07:31:08,KLM78L,67.60000032150896,21,Embraer ERJ190-100STD,,56,PH-EZX,KLM Cityhopper
1955,132055501,2025-03-01 07:37:25,KLM1660,63.99999997816296,21,Embraer ERJ190-100STD,,66,PH-EZW,KLM Cityhopper
1956,132055511,2025-03-01 07:39:13,KLM24M,65.29999986404401,21,Boeing 737-800,,57,PH-BCD,
1957,132055521,2025-03-01 07:40:53,KLM94K,66.60000027911083,21,Boeing 737-800,,35,PH-BXY,
1958,132055531,2025-03-01 07:42:08,KLM80J,67.09999992143621,21,Boeing 737-800,,54,PH-BXC,
1959,132055541,2025-03-01 07:42:53,KLM84V,59.60000026125775,21,Boeing 737-700,,31,PH-BGI,
1960,132055551,2025-03-01 07:44:01,EJU38MB,65.00000004350268,21,Airbus A320-214SL,,49,OE-IVC,EasyJet Europe
1961,132055561,2025-03-01 07:44:45,KLM734,61.400000207505755,21,Boeing 777-200,,52,PH-BQN,
1963,132055581,2025-03-01 07:48:33,KLM24B,66.1999998739471,21,Boeing 737-800,,72,PH-BXL,
1965,132055601,2025-03-01 07:52:39,UAL909,59.70000021875869,21,Boeing 767 322ER/W,,35,N673UA,United Airlines
1966,132055611,2025-03-01 07:54:29,BTI7HB,72.90000022878823,21,Bombardier C Series 300,,75,YL-CSG,Air Baltic
1968,132055631,2025-03-01 07:59:14,KLM1798,64.40000003467338,21,Embraer ERJ 170-200 STD,,55,PH-EXG,
1969,132055641,2025-03-01 08:01:06,AUA1T,64.5999999993965,21,Embraer EMB-195 LR,,71,OE-LWN,
1971,132055661,2025-03-01 09:48:59,TRA44X,64.5999999993965,21,Boeing 737-800,,52,PH-HXN,Transavia
1973,132055681,2025-03-01 09:54:44,TRA1V,66.40000004874088,21,Boeing 737-800,,100,PH-HXC,
1974,132055691,2025-03-01 09:57:07,KLM74A,64.89999985189709,21,Boeing 737-900,,77,PH-BXS,
1977,132055721,2025-03-01 10:06:38,DLH7MU,62.60000005172623,21,Airbus A319 112,,55,D-AIBF,Lufthansa
1978,132055731,2025-03-01 10:08:47,KLM44Y,65.59999988784523,21,Boeing 737-700,,43,PH-BGG,
1979,132055741,2025-03-01 10:11:21,KLM46Z,65.69999995111998,21,Boeing 737-800,,37,PH-BCE,
1980,132055751,2025-03-01 10:13:03,KLM1842,65.80000002108898,21,Embraer ERJ 190-100 STD,,64,PH-EZG,
1981,132055761,2025-03-01 10:18:26,AUA379,66.0999998679978,21,Airbus A320 214,,71,OE-LBJ,Austrian Airlines
1984,132055791,2025-03-01 10:25:02,KLM38Z,66.4999998924696,21,Boeing 737-800,,74,PH-BXU,
1986,132055811,2025-03-01 10:28:30,KLM28V,64.19999979238625,21,Embraer ERJ 170-200 STD,,53,PH-EXH,
1987,132055821,2025-03-01 10:30:04,KLM78W,67.09999992143621,21,Embraer ERJ 190-100 STD,,61,PH-EZC,
1988,132055831,2025-03-01 10:31:27,KLM1788,63.29999970040709,21,Embraer ERJ 190-100 STD,,62,PH-EZO,
1989,132055841,2025-03-01 10:33:25,CAO1033,69.99999980147328,21,Boeing 777 FFT,,83,B-2097,Air China Cargo
1992,132055871,2025-03-01 10:38:59,KLM1710,63.69999966337275,21,Embraer ERJ 170-200 STD,,73,PH-EXR,KLM Cityhopper
1993,132055881,2025-03-01 10:41:40,KLM68G,64.29999972723482,21,Embraer ERJ 190-100 STD,,34,PH-EZH,
1994,132055891,2025-03-01 10:43:35,MAC127X,66.1999998739471,21,Airbus A320 214,,58,CN-NML,Air Arabia Maroc
1995,132055901,2025-03-01 10:45:42,KLM706,65.89999997083599,21,Boeing 777-200,,70,PH-BQC,
1996,132055911,2025-03-01 11:09:09,PHFJK,60.79999962982939,21,Cessna 525B,Aalsmeerbaan36R_L,37,PH-FJK,
1997,132055921,2025-03-01 11:31:00,NJE507L,67.60000032150896,21,Embraer Phenom 300,,28,CS-PHJ,
1998,132055931,2025-03-01 12:00:09,DLH4NV,64.09999984092619,21,Airbus A320 214SL,,61,D-AIUK,Lufthansa
2000,132055951,2025-03-01 12:04:38,KLM1776,66.9000000665518,21,Boeing 737-800,,58,PH-BXZ,
2003,132055981,2025-03-01 12:13:59,KLM68J,67.50000026971176,21,Boeing 737-900,,100,PH-BXO,
2004,132055991,2025-03-01 12:16:53,AWH89N,58.700000224255575,21,Cessna Citation Sovereign+,Aalsmeerbaan36R_L,37,D-CAWX,
2006,132056011,2025-03-01 12:22:33,KLM92W,66.80000037637839,21,Boeing 737-800,,46,PH-BCA,
2007,132056021,2025-03-01 12:24:13,EJU45MU,65.40000010047666,21,Airbus A319-111,,76,OE-LQN,EasyJet Europe
2008,132056031,2025-03-01 12:25:46,TRA122,65.00000004350268,21,Boeing 737-800,,54,PH-HXA,
